,individual,hinc,psize,ttme_air,invc_air,invt_air,gc_air,ttme_train,invc_train,invt_train,gc_train,ttme_bus,invc_bus,invt_bus,gc_bus,invc_car,invt_car,gc_car,mode_chosen
131,47.0,60.0,1.0,45.0,94.0,270.0,123.0,34.0,91.0,916.0,190.0,35.0,46.0,906.0,144.0,49.0,872.0,144.0,3.0
132,8.0,4.0,1.0,69.0,62.0,66.0,70.0,10.0,31.0,295.0,63.0,35.0,19.0,397.0,62.0,17.0,307.0,50.0,2.0
133,31.0,4.0,1.0,69.0,59.0,114.0,72.0,34.0,16.0,378.0,57.0,5.0,14.0,370.0,54.0,17.0,335.0,53.0,4.0
134,23.0,6.0,1.0,69.0,129.0,185.0,149.0,34.0,67.0,933.0,168.0,20.0,54.0,820.0,143.0,38.0,894.0,135.0,3.0
135,49.0,26.0,1.0,69.0,59.0,94.0,69.0,34.0,30.0,361.0,70.0,35.0,24.0,406.0,68.0,10.0,270.0,39.0,4.0
136,11.0,45.0,1.0,69.0,64.0,90.0,73.0,15.0,32.0,325.0,67.0,35.0,29.0,405.0,73.0,18.0,327.0,54.0,2.0
137,42.0,30.0,1.0,75.0,99.0,135.0,114.0,34.0,96.0,678.0,169.0,35.0,57.0,672.0,130.0,29.0,629.0,97.0,1.0
138,51.0,6.0,1.0,69.0,105.0,196.0,126.0,40.0,43.0,895.0,140.0,35.0,44.0,919.0,144.0,50.0,935.0,152.0,2.0
139,65.0,45.0,1.0,40.0,66.0,105.0,77.0,34.0,31.0,372.0,71.0,35.0,25.0,417.0,70.0,18.0,327.0,54.0,1.0
140,76.0,26.0,1.0,69.0,59.0,88.0,68.0,34.0,30.0,361.0,70.0,15.0,21.0,295.0,53.0,13.0,299.0,45.0,3.0
141,14.0,6.0,1.0,69.0,67.0,86.0,76.0,20.0,21.0,300.0,54.0,35.0,19.0,399.0,63.0,17.0,327.0,53.0,2.0
142,30.0,35.0,1.0,69.0,60.0,117.0,73.0,10.0,23.0,325.0,58.0,35.0,25.0,425.0,71.0,17.0,307.0,50.0,4.0
143,47.0,20.0,1.0,69.0,58.0,99.0,68.0,34.0,16.0,366.0,55.0,35.0,13.0,411.0,57.0,13.0,300.0,46.0,4.0
144,66.0,40.0,3.0,64.0,71.0,145.0,93.0,44.0,59.0,658.0,159.0,53.0,32.0,652.0,131.0,10.0,590.0,100.0,4.0
145,59.0,40.0,1.0,64.0,143.0,166.0,168.0,10.0,83.0,825.0,208.0,53.0,70.0,896.0,206.0,50.0,911.0,188.0,2.0
146,55.0,50.0,2.0,64.0,58.0,90.0,72.0,30.0,22.0,340.0,74.0,53.0,25.0,417.0,88.0,9.0,334.0,60.0,4.0
147,34.0,6.0,1.0,69.0,129.0,185.0,149.0,34.0,67.0,933.0,168.0,20.0,54.0,820.0,143.0,38.0,894.0,135.0,3.0
148,72.0,45.0,1.0,45.0,148.0,115.0,160.0,34.0,111.0,945.0,213.0,35.0,66.0,935.0,167.0,36.0,821.0,125.0,1.0
149,43.0,29.0,1.0,30.0,94.0,195.0,115.0,34.0,89.0,943.0,191.0,35.0,44.0,933.0,145.0,58.0,912.0,157.0,1.0
150,31.0,26.0,1.0,69.0,81.0,139.0,96.0,34.0,71.0,698.0,147.0,35.0,32.0,692.0,107.0,33.0,600.0,98.0,4.0
151,59.0,26.0,2.0,64.0,108.0,139.0,129.0,44.0,90.0,862.0,220.0,30.0,36.0,780.0,154.0,18.0,875.0,151.0,3.0
152,15.0,4.0,1.0,15.0,50.0,75.0,58.0,34.0,15.0,361.0,55.0,35.0,12.0,406.0,56.0,13.0,315.0,47.0,1.0
153,66.0,50.0,4.0,64.0,45.0,114.0,63.0,44.0,24.0,378.0,81.0,53.0,19.0,423.0,83.0,5.0,240.0,41.0,4.0
154,68.0,30.0,1.0,69.0,103.0,125.0,116.0,30.0,80.0,800.0,167.0,35.0,42.0,844.0,134.0,38.0,861.0,132.0,2.0
155,78.0,40.0,1.0,64.0,143.0,166.0,168.0,10.0,83.0,825.0,208.0,53.0,70.0,896.0,206.0,50.0,911.0,188.0,2.0
156,56.0,70.0,1.0,40.0,152.0,95.0,162.0,34.0,73.0,600.0,138.0,35.0,34.0,594.0,98.0,24.0,587.0,88.0,1.0
157,75.0,40.0,1.0,69.0,81.0,124.0,94.0,34.0,69.0,605.0,135.0,35.0,30.0,599.0,95.0,30.0,720.0,108.0,4.0
158,55.0,30.0,2.0,64.0,58.0,68.0,68.0,44.0,31.0,354.0,84.0,53.0,25.0,399.0,85.0,11.0,255.0,50.0,4.0
159,77.0,30.0,2.0,60.0,108.0,80.0,120.0,44.0,32.0,344.0,84.0,53.0,26.0,389.0,85.0,7.0,315.0,55.0,1.0
160,50.0,18.0,2.0,45.0,85.0,140.0,106.0,44.0,39.0,664.0,139.0,53.0,35.0,658.0,135.0,19.0,592.0,109.0,1.0
161,62.0,70.0,3.0,64.0,49.0,68.0,59.0,44.0,26.0,354.0,79.0,53.0,21.0,399.0,81.0,5.0,180.0,32.0,4.0
162,12.0,18.0,2.0,45.0,85.0,140.0,106.0,44.0,39.0,664.0,139.0,53.0,35.0,658.0,135.0,19.0,592.0,109.0,1.0
163,65.0,12.0,1.0,69.0,110.0,249.0,137.0,45.0,22.0,890.0,119.0,35.0,47.0,955.0,151.0,38.0,990.0,146.0,2.0
164,12.0,50.0,2.0,64.0,58.0,90.0,72.0,30.0,22.0,340.0,74.0,53.0,25.0,417.0,88.0,9.0,334.0,60.0,2.0
165,17.0,70.0,1.0,20.0,106.0,190.0,127.0,34.0,72.0,659.0,143.0,35.0,33.0,653.0,104.0,44.0,592.0,108.0,1.0
166,49.0,2.0,1.0,69.0,59.0,86.0,68.0,34.0,15.0,360.0,54.0,50.0,29.0,265.0,57.0,13.0,300.0,46.0,4.0
167,47.0,30.0,2.0,60.0,108.0,80.0,120.0,44.0,32.0,344.0,84.0,53.0,26.0,389.0,85.0,7.0,315.0,55.0,1.0
168,5.0,50.0,3.0,64.0,94.0,231.0,129.0,44.0,79.0,949.0,223.0,40.0,32.0,1110.0,201.0,13.0,942.0,156.0,3.0
169,12.0,26.0,1.0,69.0,102.0,101.0,113.0,34.0,87.0,870.0,182.0,45.0,35.0,800.0,122.0,35.0,825.0,125.0,3.0
170,4.0,45.0,2.0,64.0,103.0,170.0,129.0,44.0,88.0,889.0,222.0,30.0,35.0,770.0,152.0,18.0,905.0,155.0,3.0
171,20.0,60.0,1.0,45.0,94.0,270.0,123.0,34.0,91.0,916.0,190.0,35.0,46.0,906.0,144.0,49.0,872.0,144.0,1.0
172,13.0,32.0,2.0,64.0,110.0,153.0,133.0,44.0,91.0,874.0,223.0,53.0,46.0,864.0,177.0,21.0,960.0,167.0,4.0
173,48.0,30.0,1.0,69.0,81.0,95.0,91.0,34.0,70.0,610.0,136.0,35.0,31.0,604.0,96.0,30.0,440.0,78.0,4.0
174,8.0,40.0,1.0,64.0,58.0,94.0,72.0,44.0,31.0,360.0,85.0,53.0,25.0,405.0,86.0,15.0,285.0,58.0,4.0
175,36.0,70.0,2.0,5.0,64.0,80.0,76.0,44.0,30.0,348.0,83.0,53.0,24.0,393.0,84.0,7.0,291.0,51.0,1.0
176,63.0,10.0,2.0,64.0,62.0,235.0,98.0,45.0,45.0,465.0,116.0,53.0,17.0,623.0,111.0,13.0,559.0,98.0,2.0
177,55.0,30.0,1.0,69.0,103.0,125.0,116.0,30.0,80.0,800.0,167.0,35.0,42.0,844.0,134.0,38.0,861.0,132.0,4.0
178,27.0,12.0,2.0,64.0,114.0,161.0,138.0,44.0,60.0,1031.0,217.0,53.0,58.0,1021.0,213.0,19.0,720.0,128.0,4.0
179,49.0,40.0,4.0,64.0,78.0,175.0,105.0,44.0,67.0,932.0,208.0,53.0,44.0,922.0,183.0,12.0,720.0,121.0,4.0
180,31.0,26.0,3.0,64.0,51.0,90.0,64.0,20.0,61.0,350.0,114.0,53.0,22.0,405.0,83.0,6.0,327.0,56.0,2.0
181,46.0,60.0,3.0,64.0,86.0,143.0,108.0,44.0,74.0,880.0,207.0,53.0,43.0,870.0,175.0,16.0,660.0,116.0,4.0
182,13.0,60.0,1.0,69.0,59.0,106.0,71.0,34.0,31.0,372.0,71.0,35.0,25.0,417.0,70.0,13.0,300.0,46.0,4.0
183,39.0,4.0,1.0,69.0,59.0,114.0,72.0,34.0,16.0,378.0,57.0,5.0,14.0,370.0,54.0,17.0,335.0,53.0,4.0
184,66.0,45.0,1.0,69.0,59.0,100.0,70.0,34.0,31.0,372.0,71.0,35.0,25.0,417.0,70.0,13.0,210.0,36.0,4.0
185,5.0,50.0,2.0,64.0,82.0,159.0,106.0,44.0,71.0,765.0,187.0,53.0,32.0,759.0,147.0,13.0,490.0,87.0,4.0
186,19.0,45.0,3.0,64.0,86.0,167.0,112.0,44.0,75.0,972.0,222.0,53.0,44.0,962.0,190.0,13.0,870.0,145.0,4.0
187,10.0,60.0,1.0,30.0,85.0,140.0,106.0,44.0,90.0,928.0,231.0,53.0,45.0,918.0,185.0,86.0,902.0,223.0,4.0
188,76.0,12.0,1.0,69.0,107.0,158.0,125.0,30.0,61.0,780.0,146.0,35.0,45.0,901.0,143.0,54.0,853.0,147.0,2.0
189,44.0,70.0,4.0,64.0,65.0,145.0,87.0,44.0,54.0,674.0,156.0,53.0,33.0,668.0,135.0,8.0,560.0,93.0,4.0
190,70.0,30.0,1.0,69.0,59.0,111.0,71.0,34.0,31.0,376.0,72.0,15.0,25.0,360.0,64.0,23.0,351.0,61.0,3.0
191,26.0,12.0,1.0,69.0,121.0,152.0,137.0,34.0,52.0,889.0,149.0,35.0,50.0,879.0,146.0,50.0,780.0,135.0,4.0
192,37.0,6.0,1.0,69.0,61.0,73.0,69.0,20.0,21.0,305.0,54.0,35.0,15.0,395.0,58.0,13.0,314.0,47.0,2.0
193,73.0,40.0,3.0,45.0,75.0,75.0,96.0,44.0,33.0,418.0,96.0,53.0,28.0,463.0,98.0,5.0,291.0,49.0,1.0
194,76.0,26.0,1.0,69.0,102.0,101.0,113.0,34.0,87.0,870.0,182.0,45.0,35.0,800.0,122.0,35.0,825.0,125.0,3.0
195,12.0,15.0,2.0,64.0,58.0,68.0,68.0,44.0,16.0,357.0,70.0,53.0,13.0,402.0,73.0,4.0,210.0,36.0,4.0
196,22.0,10.0,2.0,64.0,62.0,235.0,98.0,45.0,45.0,465.0,116.0,53.0,17.0,623.0,111.0,13.0,559.0,98.0,2.0
197,13.0,15.0,2.0,64.0,58.0,68.0,68.0,44.0,16.0,357.0,70.0,53.0,13.0,402.0,73.0,4.0,210.0,36.0,4.0
198,56.0,70.0,4.0,64.0,44.0,100.0,59.0,44.0,25.0,351.0,78.0,53.0,20.0,361.0,75.0,5.0,180.0,32.0,4.0
199,64.0,35.0,1.0,69.0,60.0,117.0,73.0,10.0,23.0,325.0,58.0,35.0,25.0,425.0,71.0,17.0,307.0,50.0,2.0
200,5.0,35.0,3.0,64.0,94.0,163.0,119.0,25.0,68.0,755.0,183.0,53.0,47.0,895.0,183.0,16.0,879.0,149.0,2.0
201,1.0,35.0,4.0,64.0,44.0,93.0,58.0,20.0,30.0,291.0,74.0,53.0,19.0,346.0,72.0,4.0,316.0,52.0,4.0
202,12.0,35.0,1.0,69.0,60.0,117.0,73.0,10.0,23.0,325.0,58.0,35.0,25.0,425.0,71.0,17.0,307.0,50.0,2.0
203,61.0,12.0,4.0,64.0,84.0,215.0,117.0,99.0,37.0,885.0,171.0,53.0,46.0,966.0,193.0,10.0,921.0,150.0,2.0
204,41.0,4.0,1.0,69.0,107.0,152.0,124.0,30.0,33.0,755.0,115.0,35.0,44.0,882.0,140.0,48.0,845.0,140.0,2.0
205,1.0,60.0,2.0,90.0,64.0,155.0,88.0,44.0,74.0,678.0,177.0,53.0,35.0,672.0,137.0,20.0,629.0,115.0,4.0
206,32.0,40.0,2.0,45.0,121.0,100.0,136.0,44.0,92.0,926.0,233.0,53.0,47.0,916.0,186.0,20.0,885.0,154.0,1.0
207,3.0,45.0,1.0,45.0,148.0,115.0,160.0,34.0,111.0,945.0,213.0,35.0,66.0,935.0,167.0,36.0,821.0,125.0,1.0
208,2.0,26.0,1.0,69.0,60.0,127.0,73.0,20.0,19.0,325.0,55.0,35.0,25.0,435.0,72.0,14.0,350.0,52.0,2.0
209,70.0,30.0,2.0,64.0,58.0,68.0,68.0,44.0,31.0,354.0,84.0,53.0,25.0,399.0,85.0,11.0,255.0,50.0,4.0
210,49.0,50.0,1.0,50.0,120.0,110.0,132.0,34.0,70.0,596.0,135.0,35.0,31.0,590.0,95.0,33.0,577.0,96.0,4.0
211,67.0,10.0,1.0,69.0,104.0,246.0,131.0,25.0,23.0,830.0,113.0,35.0,45.0,1068.0,161.0,41.0,978.0,147.0,4.0
212,29.0,45.0,1.0,80.0,75.0,110.0,87.0,34.0,70.0,638.0,140.0,35.0,31.0,632.0,100.0,39.0,581.0,102.0,4.0
213,68.0,60.0,1.0,45.0,94.0,270.0,123.0,34.0,91.0,916.0,190.0,35.0,46.0,906.0,144.0,49.0,872.0,144.0,3.0
214,21.0,32.0,2.0,64.0,110.0,153.0,133.0,44.0,91.0,874.0,223.0,53.0,46.0,864.0,177.0,21.0,960.0,167.0,4.0
215,56.0,12.0,1.0,69.0,58.0,124.0,71.0,10.0,30.0,340.0,67.0,35.0,25.0,427.0,71.0,14.0,364.0,54.0,2.0
216,51.0,60.0,1.0,30.0,93.0,175.0,112.0,34.0,96.0,1030.0,208.0,35.0,51.0,1020.0,162.0,54.0,967.0,159.0,1.0
217,43.0,20.0,1.0,75.0,94.0,95.0,104.0,34.0,33.0,367.0,73.0,35.0,27.0,412.0,72.0,14.0,314.0,48.0,1.0
218,74.0,12.0,1.0,69.0,121.0,152.0,137.0,34.0,52.0,889.0,149.0,35.0,50.0,879.0,146.0,50.0,780.0,135.0,4.0
219,77.0,40.0,1.0,64.0,58.0,94.0,72.0,44.0,31.0,360.0,85.0,53.0,25.0,405.0,86.0,15.0,285.0,58.0,4.0
220,68.0,70.0,1.0,30.0,116.0,180.0,136.0,34.0,71.0,657.0,142.0,35.0,32.0,651.0,102.0,29.0,629.0,97.0,1.0
221,17.0,45.0,1.0,69.0,59.0,100.0,70.0,34.0,31.0,372.0,71.0,35.0,25.0,417.0,70.0,13.0,210.0,36.0,4.0
222,58.0,20.0,2.0,25.0,75.0,100.0,90.0,44.0,15.0,348.0,68.0,53.0,12.0,393.0,72.0,7.0,290.0,51.0,1.0
223,32.0,26.0,1.0,69.0,59.0,121.0,72.0,34.0,31.0,386.0,73.0,35.0,25.0,431.0,72.0,14.0,270.0,43.0,4.0
224,27.0,26.0,1.0,75.0,125.0,110.0,137.0,34.0,70.0,596.0,135.0,35.0,31.0,590.0,95.0,24.0,577.0,87.0,1.0
225,54.0,35.0,3.0,64.0,88.0,119.0,106.0,50.0,78.0,775.0,196.0,53.0,43.0,840.0,170.0,16.0,855.0,146.0,2.0
226,19.0,60.0,3.0,64.0,92.0,161.0,117.0,40.0,73.0,792.0,193.0,53.0,46.0,920.0,186.0,16.0,887.0,151.0,2.0
227,2.0,30.0,1.0,69.0,108.0,170.0,126.0,30.0,31.0,875.0,126.0,35.0,44.0,887.0,140.0,50.0,884.0,146.0,2.0
228,33.0,40.0,3.0,45.0,75.0,75.0,96.0,44.0,33.0,418.0,96.0,53.0,28.0,463.0,98.0,5.0,291.0,49.0,1.0
229,40.0,20.0,1.0,69.0,59.0,101.0,70.0,5.0,17.0,300.0,50.0,35.0,25.0,420.0,70.0,13.0,297.0,45.0,2.0
230,41.0,15.0,2.0,64.0,58.0,93.0,72.0,10.0,30.0,315.0,78.0,53.0,13.0,346.0,65.0,6.0,316.0,54.0,4.0
231,55.0,6.0,4.0,64.0,45.0,73.0,56.0,15.0,22.0,290.0,66.0,53.0,13.0,395.0,73.0,5.0,314.0,53.0,4.0
232,45.0,50.0,1.0,90.0,55.0,115.0,72.0,44.0,72.0,602.0,163.0,53.0,33.0,596.0,123.0,24.0,589.0,113.0,1.0
233,29.0,50.0,3.0,64.0,70.0,158.0,93.0,44.0,61.0,778.0,179.0,53.0,34.0,772.0,151.0,11.0,470.0,82.0,4.0
234,60.0,6.0,1.0,69.0,105.0,196.0,126.0,40.0,43.0,895.0,140.0,35.0,44.0,919.0,144.0,50.0,935.0,152.0,4.0
235,11.0,15.0,4.0,64.0,48.0,154.0,71.0,55.0,25.0,360.0,80.0,53.0,14.0,462.0,84.0,4.0,351.0,57.0,2.0
236,1.0,30.0,4.0,10.0,61.0,80.0,73.0,44.0,24.0,350.0,77.0,53.0,19.0,395.0,79.0,4.0,314.0,52.0,4.0
237,34.0,10.0,1.0,69.0,111.0,108.0,122.0,30.0,30.0,760.0,113.0,35.0,50.0,867.0,144.0,47.0,844.0,139.0,2.0
238,25.0,45.0,2.0,64.0,60.0,144.0,82.0,44.0,32.0,404.0,93.0,53.0,26.0,449.0,94.0,8.0,600.0,99.0,4.0
239,40.0,30.0,1.0,69.0,103.0,129.0,117.0,34.0,88.0,925.0,189.0,10.0,30.0,790.0,116.0,50.0,887.0,146.0,3.0
240,38.0,50.0,1.0,90.0,55.0,115.0,72.0,44.0,72.0,602.0,163.0,53.0,33.0,596.0,123.0,24.0,589.0,113.0,1.0
241,77.0,50.0,1.0,50.0,120.0,110.0,132.0,34.0,70.0,596.0,135.0,35.0,31.0,590.0,95.0,33.0,577.0,96.0,1.0
242,42.0,8.0,2.0,45.0,105.0,115.0,122.0,44.0,35.0,622.0,130.0,53.0,31.0,616.0,125.0,12.0,577.0,100.0,1.0
243,66.0,60.0,1.0,20.0,76.0,95.0,86.0,34.0,33.0,344.0,70.0,35.0,27.0,389.0,69.0,13.0,315.0,47.0,4.0
244,55.0,35.0,2.0,30.0,58.0,90.0,72.0,44.0,32.0,506.0,109.0,53.0,26.0,551.0,110.0,8.0,402.0,69.0,4.0
245,50.0,30.0,1.0,69.0,59.0,114.0,72.0,25.0,60.0,337.0,97.0,35.0,25.0,423.0,71.0,8.0,335.0,44.0,2.0
246,47.0,30.0,1.0,69.0,117.0,147.0,133.0,40.0,59.0,790.0,145.0,35.0,48.0,885.0,144.0,38.0,883.0,134.0,2.0
247,50.0,20.0,1.0,69.0,108.0,163.0,125.0,34.0,89.0,905.0,187.0,30.0,43.0,785.0,128.0,35.0,879.0,130.0,3.0
248,55.0,45.0,1.0,69.0,57.0,67.0,65.0,34.0,31.0,355.0,69.0,40.0,18.0,245.0,45.0,13.0,320.0,48.0,4.0
249,19.0,20.0,2.0,64.0,113.0,163.0,137.0,44.0,51.0,948.0,195.0,53.0,49.0,938.0,191.0,26.0,720.0,135.0,4.0
250,74.0,35.0,4.0,64.0,44.0,93.0,58.0,20.0,30.0,291.0,74.0,53.0,19.0,346.0,72.0,4.0,316.0,52.0,2.0
251,1.0,30.0,1.0,69.0,103.0,125.0,116.0,30.0,80.0,800.0,167.0,35.0,42.0,844.0,134.0,38.0,861.0,132.0,4.0
252,22.0,45.0,2.0,64.0,107.0,153.0,131.0,44.0,89.0,880.0,222.0,53.0,44.0,870.0,176.0,2.0,660.0,102.0,4.0
253,38.0,4.0,1.0,45.0,138.0,115.0,150.0,34.0,60.0,880.0,156.0,35.0,58.0,870.0,153.0,47.0,888.0,143.0,1.0
254,30.0,72.0,2.0,64.0,58.0,93.0,72.0,10.0,28.0,305.0,75.0,53.0,25.0,346.0,78.0,9.0,316.0,57.0,2.0
255,19.0,40.0,4.0,64.0,78.0,175.0,105.0,44.0,67.0,932.0,208.0,53.0,44.0,922.0,183.0,12.0,720.0,121.0,4.0
256,57.0,35.0,1.0,69.0,108.0,177.0,127.0,34.0,92.0,907.0,191.0,45.0,39.0,850.0,131.0,52.0,865.0,146.0,3.0
257,44.0,45.0,2.0,64.0,103.0,170.0,129.0,44.0,88.0,889.0,222.0,30.0,35.0,770.0,152.0,18.0,905.0,155.0,4.0
258,19.0,50.0,2.0,64.0,58.0,90.0,72.0,30.0,22.0,340.0,74.0,53.0,25.0,417.0,88.0,9.0,334.0,60.0,2.0
259,79.0,30.0,1.0,75.0,99.0,135.0,114.0,34.0,96.0,678.0,169.0,35.0,57.0,672.0,130.0,29.0,629.0,97.0,1.0
260,31.0,45.0,2.0,64.0,103.0,170.0,129.0,44.0,88.0,889.0,222.0,30.0,35.0,770.0,152.0,18.0,905.0,155.0,2.0
261,24.0,35.0,2.0,64.0,58.0,74.0,69.0,30.0,21.0,295.0,66.0,53.0,24.0,389.0,83.0,7.0,315.0,55.0,2.0
